timestamp,__name__,baremetal,beta_kubernetes_io_arch,beta_kubernetes_io_os,container,cpu,env,feature_node_kubernetes_io_cpu_cpuid_ADX,feature_node_kubernetes_io_cpu_cpuid_AESNI,feature_node_kubernetes_io_cpu_cpuid_AVX,feature_node_kubernetes_io_cpu_cpuid_AVX2,feature_node_kubernetes_io_cpu_cpuid_CMPXCHG8,feature_node_kubernetes_io_cpu_cpuid_FLUSH_L1D,feature_node_kubernetes_io_cpu_cpuid_FMA3,feature_node_kubernetes_io_cpu_cpuid_FXSR,feature_node_kubernetes_io_cpu_cpuid_FXSROPT,feature_node_kubernetes_io_cpu_cpuid_IA32_ARCH_CAP,feature_node_kubernetes_io_cpu_cpuid_IBPB,feature_node_kubernetes_io_cpu_cpuid_LAHF,feature_node_kubernetes_io_cpu_cpuid_MD_CLEAR,feature_node_kubernetes_io_cpu_cpuid_MOVBE,feature_node_kubernetes_io_cpu_cpuid_MPX,feature_node_kubernetes_io_cpu_cpuid_OSXSAVE,feature_node_kubernetes_io_cpu_cpuid_PMU_FIXEDCOUNTER_CYCLES,feature_node_kubernetes_io_cpu_cpuid_PMU_FIXEDCOUNTER_INSTRUCTIONS,feature_node_kubernetes_io_cpu_cpuid_PMU_FIXEDCOUNTER_REFCYCLES,feature_node_kubernetes_io_cpu_cpuid_RTM_ALWAYS_ABORT,feature_node_kubernetes_io_cpu_cpuid_SPEC_CTRL_SSBD,feature_node_kubernetes_io_cpu_cpuid_SRBDS_CTRL,feature_node_kubernetes_io_cpu_cpuid_STIBP,feature_node_kubernetes_io_cpu_cpuid_SYSCALL,feature_node_kubernetes_io_cpu_cpuid_SYSEE,feature_node_kubernetes_io_cpu_cpuid_VMX,feature_node_kubernetes_io_cpu_cpuid_X87,feature_node_kubernetes_io_cpu_cpuid_XGETBV1,feature_node_kubernetes_io_cpu_cpuid_XSAVE,feature_node_kubernetes_io_cpu_cpuid_XSAVEC,feature_node_kubernetes_io_cpu_cpuid_XSAVEOPT,feature_node_kubernetes_io_cpu_cpuid_XSAVES,feature_node_kubernetes_io_cpu_cstate_enabled,feature_node_kubernetes_io_cpu_hardware_multithreading,feature_node_kubernetes_io_cpu_model_family,feature_node_kubernetes_io_cpu_model_id,feature_node_kubernetes_io_cpu_model_vendor_id,feature_node_kubernetes_io_cpu_pstate_scaling_governor,feature_node_kubernetes_io_cpu_pstate_status,feature_node_kubernetes_io_cpu_pstate_turbo,feature_node_kubernetes_io_kernel_config_NO_HZ,feature_node_kubernetes_io_kernel_config_NO_HZ_FULL,feature_node_kubernetes_io_kernel_version_full,feature_node_kubernetes_io_kernel_version_major,feature_node_kubernetes_io_kernel_version_minor,feature_node_kubernetes_io_kernel_version_revision,feature_node_kubernetes_io_pci_0300_10de_present,feature_node_kubernetes_io_pci_0300_10de_sriov_capable,feature_node_kubernetes_io_pci_10de_present,feature_node_kubernetes_io_pci_10de_sriov_capable,feature_node_kubernetes_io_pci_8086_present,feature_node_kubernetes_io_storage_nonrotationaldisk,feature_node_kubernetes_io_system_os_release_ID,feature_node_kubernetes_io_system_os_release_VERSION_ID,feature_node_kubernetes_io_system_os_release_VERSION_ID_major,feature_node_kubernetes_io_system_os_release_VERSION_ID_minor,id,image,instance,job,kubernetes_io_arch,kubernetes_io_hostname,kubernetes_io_os,lca_tu_berlin_de_docker,lca_tu_berlin_de_kepler,name,namespace,network,nvidia_com_cuda_driver_major,nvidia_com_cuda_driver_minor,nvidia_com_cuda_driver_rev,nvidia_com_cuda_driver_version_full,nvidia_com_cuda_driver_version_major,nvidia_com_cuda_driver_version_minor,nvidia_com_cuda_driver_version_revision,nvidia_com_cuda_runtime_major,nvidia_com_cuda_runtime_minor,nvidia_com_cuda_runtime_version_full,nvidia_com_cuda_runtime_version_major,nvidia_com_cuda_runtime_version_minor,nvidia_com_gfd_timestamp,nvidia_com_gpu_compute_major,nvidia_com_gpu_compute_minor,nvidia_com_gpu_count,nvidia_com_gpu_deploy_container_toolkit,nvidia_com_gpu_deploy_dcgm,nvidia_com_gpu_deploy_dcgm_exporter,nvidia_com_gpu_deploy_device_plugin,nvidia_com_gpu_deploy_driver,nvidia_com_gpu_deploy_gpu_feature_discovery,nvidia_com_gpu_deploy_node_status_exporter,nvidia_com_gpu_deploy_operator_validator,nvidia_com_gpu_driver_upgrade_state,nvidia_com_gpu_family,nvidia_com_gpu_machine,nvidia_com_gpu_memory,nvidia_com_gpu_mode,nvidia_com_gpu_present,nvidia_com_gpu_product,nvidia_com_gpu_replicas,nvidia_com_gpu_sharing_strategy,nvidia_com_mig_capable,nvidia_com_mig_strategy,nvidia_com_mps_capable,nvidia_com_vgpu_present,pod,runtime,scaphandre,timestamp,system_cpu_usage,layer,unit,treatment
2026-01-20 15:36:38.561000109+00:00,container_cpu_usage_seconds_total,true,amd64,linux,wait,total,energy,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,6,94,Intel,powersave,active,true,true,true,6.14.0-37-generic,6,14,0,true,true,true,true,true,true,ubuntu,24.04,24,04,/kubepods.slice/kubepods-burstable.slice/kubepods-burstable-pod7e6576b3_c1a8_4444_93ee_f8dca5ed366b.slice/cri-containerd-dcb216815250a5ea8ee2e3c71b14138000ad25e725e9ca69b19b25e4ae6bb499.scope,quay.io/argoproj/argoexec:v3.7.4,gisele,kubernetes-nodes-cadvisor,amd64,gisele,linux,true,true,dcb216815250a5ea8ee2e3c71b14138000ad25e725e9ca69b19b25e4ae6bb499,no-reuse-pipeline,slow,580,95,05,580.95.05,580,95,05,13,0,13.0,13,0,1768582998,12,0,2,true,true,true,true,pre-installed,true,true,true,pod-restart-required,blackwell,Z170X-UD5-TH,16303,graphics,true,NVIDIA-GeForce-RTX-5070-Ti,1,none,false,single,false,false,parallel-full-data-generation-and-evaluation-prlwv-data-preprocess-parallel-full-data-generation-and-evaluation-783259598,wasmtime,true,1768923398.561,0.015838,pod,cpu_time_seconds,Treatment
2026-01-20 15:37:08.561000109+00:00,container_cpu_usage_seconds_total,true,amd64,linux,wait,total,energy,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,6,94,Intel,powersave,active,true,true,true,6.14.0-37-generic,6,14,0,true,true,true,true,true,true,ubuntu,24.04,24,04,/kubepods.slice/kubepods-burstable.slice/kubepods-burstable-pod7e6576b3_c1a8_4444_93ee_f8dca5ed366b.slice/cri-containerd-dcb216815250a5ea8ee2e3c71b14138000ad25e725e9ca69b19b25e4ae6bb499.scope,quay.io/argoproj/argoexec:v3.7.4,gisele,kubernetes-nodes-cadvisor,amd64,gisele,linux,true,true,dcb216815250a5ea8ee2e3c71b14138000ad25e725e9ca69b19b25e4ae6bb499,no-reuse-pipeline,slow,580,95,05,580.95.05,580,95,05,13,0,13.0,13,0,1768582998,12,0,2,true,true,true,true,pre-installed,true,true,true,pod-restart-required,blackwell,Z170X-UD5-TH,16303,graphics,true,NVIDIA-GeForce-RTX-5070-Ti,1,none,false,single,false,false,parallel-full-data-generation-and-evaluation-prlwv-data-preprocess-parallel-full-data-generation-and-evaluation-783259598,wasmtime,true,1768923428.561,0.015838,pod,cpu_time_seconds,Treatment
2026-01-20 15:36:38.561000109+00:00,container_cpu_usage_seconds_total,true,amd64,linux,wait,total,energy,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,6,94,Intel,powersave,active,true,true,true,6.14.0-37-generic,6,14,0,true,true,true,true,true,true,ubuntu,24.04,24,04,/kubepods.slice/kubepods-burstable.slice/kubepods-burstable-pod85441358_7596_4898_b026_e696f985cc67.slice/cri-containerd-8fc8d2d36ea5e4f9099c5abb2cab0bbbe8169be814be0397e5d67b31dc12d533.scope,quay.io/argoproj/argoexec:v3.7.4,gisele,kubernetes-nodes-cadvisor,amd64,gisele,linux,true,true,8fc8d2d36ea5e4f9099c5abb2cab0bbbe8169be814be0397e5d67b31dc12d533,no-reuse-pipeline,slow,580,95,05,580.95.05,580,95,05,13,0,13.0,13,0,1768582998,12,0,2,true,true,true,true,pre-installed,true,true,true,pod-restart-required,blackwell,Z170X-UD5-TH,16303,graphics,true,NVIDIA-GeForce-RTX-5070-Ti,1,none,false,single,false,false,parallel-full-data-generation-and-evaluation-prlwv-privacy-tracking-parallel-full-data-generation-and-evaluation-3474285173,wasmtime,true,1768923398.561,0.010755,pod,cpu_time_seconds,Treatment
2026-01-20 15:37:08.561000109+00:00,container_cpu_usage_seconds_total,true,amd64,linux,wait,total,energy,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,6,94,Intel,powersave,active,true,true,true,6.14.0-37-generic,6,14,0,true,true,true,true,true,true,ubuntu,24.04,24,04,/kubepods.slice/kubepods-burstable.slice/kubepods-burstable-pod85441358_7596_4898_b026_e696f985cc67.slice/cri-containerd-8fc8d2d36ea5e4f9099c5abb2cab0bbbe8169be814be0397e5d67b31dc12d533.scope,quay.io/argoproj/argoexec:v3.7.4,gisele,kubernetes-nodes-cadvisor,amd64,gisele,linux,true,true,8fc8d2d36ea5e4f9099c5abb2cab0bbbe8169be814be0397e5d67b31dc12d533,no-reuse-pipeline,slow,580,95,05,580.95.05,580,95,05,13,0,13.0,13,0,1768582998,12,0,2,true,true,true,true,pre-installed,true,true,true,pod-restart-required,blackwell,Z170X-UD5-TH,16303,graphics,true,NVIDIA-GeForce-RTX-5070-Ti,1,none,false,single,false,false,parallel-full-data-generation-and-evaluation-prlwv-privacy-tracking-parallel-full-data-generation-and-evaluation-3474285173,wasmtime,true,1768923428.561,0.010755,pod,cpu_time_seconds,Treatment
2026-01-20 15:35:08.561000109+00:00,container_cpu_usage_seconds_total,true,amd64,linux,wait,total,energy,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,6,94,Intel,powersave,active,true,true,true,6.14.0-37-generic,6,14,0,true,true,true,true,true,true,ubuntu,24.04,24,04,/kubepods.slice/kubepods-burstable.slice/kubepods-burstable-pod882db46b_f4a1_4020_8e2c_e800123de29c.slice/cri-containerd-faff97e366c60195f34591988f4685027039046e94fa4bc1d249d0f035d43aba.scope,quay.io/argoproj/argoexec:v3.7.4,gisele,kubernetes-nodes-cadvisor,amd64,gisele,linux,true,true,faff97e366c60195f34591988f4685027039046e94fa4bc1d249d0f035d43aba,no-reuse-pipeline,slow,580,95,05,580.95.05,580,95,05,13,0,13.0,13,0,1768582998,12,0,2,true,true,true,true,pre-installed,true,true,true,pod-restart-required,blackwell,Z170X-UD5-TH,16303,graphics,true,NVIDIA-GeForce-RTX-5070-Ti,1,none,false,single,false,false,full-data-generation-and-evaluation-kdtt4-generate-birthday-full-data-generation-and-evaluation-3571979069,wasmtime,true,1768923308.561,0.013812,pod,cpu_time_seconds,Treatment
2026-01-20 15:35:38.561000109+00:00,container_cpu_usage_seconds_total,true,amd64,linux,wait,total,energy,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,6,94,Intel,powersave,active,true,true,true,6.14.0-37-generic,6,14,0,true,true,true,true,true,true,ubuntu,24.04,24,04,/kubepods.slice/kubepods-burstable.slice/kubepods-burstable-pod882db46b_f4a1_4020_8e2c_e800123de29c.slice/cri-containerd-faff97e366c60195f34591988f4685027039046e94fa4bc1d249d0f035d43aba.scope,quay.io/argoproj/argoexec:v3.7.4,gisele,kubernetes-nodes-cadvisor,amd64,gisele,linux,true,true,faff97e366c60195f34591988f4685027039046e94fa4bc1d249d0f035d43aba,no-reuse-pipeline,slow,580,95,05,580.95.05,580,95,05,13,0,13.0,13,0,1768582998,12,0,2,true,true,true,true,pre-installed,true,true,true,pod-restart-required,blackwell,Z170X-UD5-TH,16303,graphics,true,NVIDIA-GeForce-RTX-5070-Ti,1,none,false,single,false,false,full-data-generation-and-evaluation-kdtt4-generate-birthday-full-data-generation-and-evaluation-3571979069,wasmtime,true,1768923338.561,0.013812,pod,cpu_time_seconds,Treatment
2026-01-20 15:36:08.561000109+00:00,container_cpu_usage_seconds_total,true,amd64,linux,wait,total,energy,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,6,94,Intel,powersave,active,true,true,true,6.14.0-37-generic,6,14,0,true,true,true,true,true,true,ubuntu,24.04,24,04,/kubepods.slice/kubepods-burstable.slice/kubepods-burstable-pod882db46b_f4a1_4020_8e2c_e800123de29c.slice/cri-containerd-faff97e366c60195f34591988f4685027039046e94fa4bc1d249d0f035d43aba.scope,quay.io/argoproj/argoexec:v3.7.4,gisele,kubernetes-nodes-cadvisor,amd64,gisele,linux,true,true,faff97e366c60195f34591988f4685027039046e94fa4bc1d249d0f035d43aba,no-reuse-pipeline,slow,580,95,05,580.95.05,580,95,05,13,0,13.0,13,0,1768582998,12,0,2,true,true,true,true,pre-installed,true,true,true,pod-restart-required,blackwell,Z170X-UD5-TH,16303,graphics,true,NVIDIA-GeForce-RTX-5070-Ti,1,none,false,single,false,false,full-data-generation-and-evaluation-kdtt4-generate-birthday-full-data-generation-and-evaluation-3571979069,wasmtime,true,1768923368.561,0.013812,pod,cpu_time_seconds,Treatment
2026-01-20 15:36:38.561000109+00:00,container_cpu_usage_seconds_total,true,amd64,linux,wait,total,energy,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,6,94,Intel,powersave,active,true,true,true,6.14.0-37-generic,6,14,0,true,true,true,true,true,true,ubuntu,24.04,24,04,/kubepods.slice/kubepods-burstable.slice/kubepods-burstable-pod882db46b_f4a1_4020_8e2c_e800123de29c.slice/cri-containerd-faff97e366c60195f34591988f4685027039046e94fa4bc1d249d0f035d43aba.scope,quay.io/argoproj/argoexec:v3.7.4,gisele,kubernetes-nodes-cadvisor,amd64,gisele,linux,true,true,faff97e366c60195f34591988f4685027039046e94fa4bc1d249d0f035d43aba,no-reuse-pipeline,slow,580,95,05,580.95.05,580,95,05,13,0,13.0,13,0,1768582998,12,0,2,true,true,true,true,pre-installed,true,true,true,pod-restart-required,blackwell,Z170X-UD5-TH,16303,graphics,true,NVIDIA-GeForce-RTX-5070-Ti,1,none,false,single,false,false,full-data-generation-and-evaluation-kdtt4-generate-birthday-full-data-generation-and-evaluation-3571979069,wasmtime,true,1768923398.561,0.013812,pod,cpu_time_seconds,Treatment
2026-01-20 15:37:08.561000109+00:00,container_cpu_usage_seconds_total,true,amd64,linux,wait,total,energy,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,6,94,Intel,powersave,active,true,true,true,6.14.0-37-generic,6,14,0,true,true,true,true,true,true,ubuntu,24.04,24,04,/kubepods.slice/kubepods-burstable.slice/kubepods-burstable-pod882db46b_f4a1_4020_8e2c_e800123de29c.slice/cri-containerd-faff97e366c60195f34591988f4685027039046e94fa4bc1d249d0f035d43aba.scope,quay.io/argoproj/argoexec:v3.7.4,gisele,kubernetes-nodes-cadvisor,amd64,gisele,linux,true,true,faff97e366c60195f34591988f4685027039046e94fa4bc1d249d0f035d43aba,no-reuse-pipeline,slow,580,95,05,580.95.05,580,95,05,13,0,13.0,13,0,1768582998,12,0,2,true,true,true,true,pre-installed,true,true,true,pod-restart-required,blackwell,Z170X-UD5-TH,16303,graphics,true,NVIDIA-GeForce-RTX-5070-Ti,1,none,false,single,false,false,full-data-generation-and-evaluation-kdtt4-generate-birthday-full-data-generation-and-evaluation-3571979069,wasmtime,true,1768923428.561,0.013812,pod,cpu_time_seconds,Treatment
2026-01-20 15:35:08.561000109+00:00,container_cpu_usage_seconds_total,true,amd64,linux,wait,total,energy,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,6,94,Intel,powersave,active,true,true,true,6.14.0-37-generic,6,14,0,true,true,true,true,true,true,ubuntu,24.04,24,04,/kubepods.slice/kubepods-burstable.slice/kubepods-burstable-pod8e1cb088_e9bc_416f_be60_b24b4a8b0f0a.slice/cri-containerd-b3c03d4cb57272a490787345305f1d02003eafff2a557533734fbe43e0f11b82.scope,quay.io/argoproj/argoexec:v3.7.4,gisele,kubernetes-nodes-cadvisor,amd64,gisele,linux,true,true,b3c03d4cb57272a490787345305f1d02003eafff2a557533734fbe43e0f11b82,no-reuse-pipeline,slow,580,95,05,580.95.05,580,95,05,13,0,13.0,13,0,1768582998,12,0,2,true,true,true,true,pre-installed,true,true,true,pod-restart-required,blackwell,Z170X-UD5-TH,16303,graphics,true,NVIDIA-GeForce-RTX-5070-Ti,1,none,false,single,false,false,parallel-full-data-generation-and-evaluation-prlwv-generate-address-parallel-full-data-generation-and-evaluation-3501395217,wasmtime,true,1768923308.561,0.019132,pod,cpu_time_seconds,Treatment
2026-01-20 15:35:38.561000109+00:00,container_cpu_usage_seconds_total,true,amd64,linux,wait,total,energy,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,6,94,Intel,powersave,active,true,true,true,6.14.0-37-generic,6,14,0,true,true,true,true,true,true,ubuntu,24.04,24,04,/kubepods.slice/kubepods-burstable.slice/kubepods-burstable-pod8e1cb088_e9bc_416f_be60_b24b4a8b0f0a.slice/cri-containerd-b3c03d4cb57272a490787345305f1d02003eafff2a557533734fbe43e0f11b82.scope,quay.io/argoproj/argoexec:v3.7.4,gisele,kubernetes-nodes-cadvisor,amd64,gisele,linux,true,true,b3c03d4cb57272a490787345305f1d02003eafff2a557533734fbe43e0f11b82,no-reuse-pipeline,slow,580,95,05,580.95.05,580,95,05,13,0,13.0,13,0,1768582998,12,0,2,true,true,true,true,pre-installed,true,true,true,pod-restart-required,blackwell,Z170X-UD5-TH,16303,graphics,true,NVIDIA-GeForce-RTX-5070-Ti,1,none,false,single,false,false,parallel-full-data-generation-and-evaluation-prlwv-generate-address-parallel-full-data-generation-and-evaluation-3501395217,wasmtime,true,1768923338.561,0.019132,pod,cpu_time_seconds,Treatment
2026-01-20 15:36:08.561000109+00:00,container_cpu_usage_seconds_total,true,amd64,linux,wait,total,energy,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,6,94,Intel,powersave,active,true,true,true,6.14.0-37-generic,6,14,0,true,true,true,true,true,true,ubuntu,24.04,24,04,/kubepods.slice/kubepods-burstable.slice/kubepods-burstable-pod8e1cb088_e9bc_416f_be60_b24b4a8b0f0a.slice/cri-containerd-b3c03d4cb57272a490787345305f1d02003eafff2a557533734fbe43e0f11b82.scope,quay.io/argoproj/argoexec:v3.7.4,gisele,kubernetes-nodes-cadvisor,amd64,gisele,linux,true,true,b3c03d4cb57272a490787345305f1d02003eafff2a557533734fbe43e0f11b82,no-reuse-pipeline,slow,580,95,05,580.95.05,580,95,05,13,0,13.0,13,0,1768582998,12,0,2,true,true,true,true,pre-installed,true,true,true,pod-restart-required,blackwell,Z170X-UD5-TH,16303,graphics,true,NVIDIA-GeForce-RTX-5070-Ti,1,none,false,single,false,false,parallel-full-data-generation-and-evaluation-prlwv-generate-address-parallel-full-data-generation-and-evaluation-3501395217,wasmtime,true,1768923368.561,0.019132,pod,cpu_time_seconds,Treatment
2026-01-20 15:36:38.561000109+00:00,container_cpu_usage_seconds_total,true,amd64,linux,wait,total,energy,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,6,94,Intel,powersave,active,true,true,true,6.14.0-37-generic,6,14,0,true,true,true,true,true,true,ubuntu,24.04,24,04,/kubepods.slice/kubepods-burstable.slice/kubepods-burstable-pod8e1cb088_e9bc_416f_be60_b24b4a8b0f0a.slice/cri-containerd-b3c03d4cb57272a490787345305f1d02003eafff2a557533734fbe43e0f11b82.scope,quay.io/argoproj/argoexec:v3.7.4,gisele,kubernetes-nodes-cadvisor,amd64,gisele,linux,true,true,b3c03d4cb57272a490787345305f1d02003eafff2a557533734fbe43e0f11b82,no-reuse-pipeline,slow,580,95,05,580.95.05,580,95,05,13,0,13.0,13,0,1768582998,12,0,2,true,true,true,true,pre-installed,true,true,true,pod-restart-required,blackwell,Z170X-UD5-TH,16303,graphics,true,NVIDIA-GeForce-RTX-5070-Ti,1,none,false,single,false,false,parallel-full-data-generation-and-evaluation-prlwv-generate-address-parallel-full-data-generation-and-evaluation-3501395217,wasmtime,true,1768923398.561,0.019132,pod,cpu_time_seconds,Treatment
2026-01-20 15:37:08.561000109+00:00,container_cpu_usage_seconds_total,true,amd64,linux,wait,total,energy,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,6,94,Intel,powersave,active,true,true,true,6.14.0-37-generic,6,14,0,true,true,true,true,true,true,ubuntu,24.04,24,04,/kubepods.slice/kubepods-burstable.slice/kubepods-burstable-pod8e1cb088_e9bc_416f_be60_b24b4a8b0f0a.slice/cri-containerd-b3c03d4cb57272a490787345305f1d02003eafff2a557533734fbe43e0f11b82.scope,quay.io/argoproj/argoexec:v3.7.4,gisele,kubernetes-nodes-cadvisor,amd64,gisele,linux,true,true,b3c03d4cb57272a490787345305f1d02003eafff2a557533734fbe43e0f11b82,no-reuse-pipeline,slow,580,95,05,580.95.05,580,95,05,13,0,13.0,13,0,1768582998,12,0,2,true,true,true,true,pre-installed,true,true,true,pod-restart-required,blackwell,Z170X-UD5-TH,16303,graphics,true,NVIDIA-GeForce-RTX-5070-Ti,1,none,false,single,false,false,parallel-full-data-generation-and-evaluation-prlwv-generate-address-parallel-full-data-generation-and-evaluation-3501395217,wasmtime,true,1768923428.561,0.019132,pod,cpu_time_seconds,Treatment
2026-01-20 15:35:38.561000109+00:00,container_cpu_usage_seconds_total,true,amd64,linux,wait,total,energy,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,6,94,Intel,powersave,active,true,true,true,6.14.0-37-generic,6,14,0,true,true,true,true,true,true,ubuntu,24.04,24,04,/kubepods.slice/kubepods-burstable.slice/kubepods-burstable-pod941d7a68_0bed_4a7a_a3da_115bfedd46b3.slice/cri-containerd-cebc050abe06184e8090d4005842d2bca9969fb0836d73e21bdef9184ed0ef8b.scope,quay.io/argoproj/argoexec:v3.7.4,gisele,kubernetes-nodes-cadvisor,amd64,gisele,linux,true,true,cebc050abe06184e8090d4005842d2bca9969fb0836d73e21bdef9184ed0ef8b,no-reuse-pipeline,slow,580,95,05,580.95.05,580,95,05,13,0,13.0,13,0,1768582998,12,0,2,true,true,true,true,pre-installed,true,true,true,pod-restart-required,blackwell,Z170X-UD5-TH,16303,graphics,true,NVIDIA-GeForce-RTX-5070-Ti,1,none,false,single,false,false,full-data-generation-and-evaluation-kdtt4-generate-address-full-data-generation-and-evaluation-940479561,wasmtime,true,1768923338.561,0.014624,pod,cpu_time_seconds,Treatment
2026-01-20 15:36:08.561000109+00:00,container_cpu_usage_seconds_total,true,amd64,linux,wait,total,energy,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,6,94,Intel,powersave,active,true,true,true,6.14.0-37-generic,6,14,0,true,true,true,true,true,true,ubuntu,24.04,24,04,/kubepods.slice/kubepods-burstable.slice/kubepods-burstable-pod941d7a68_0bed_4a7a_a3da_115bfedd46b3.slice/cri-containerd-cebc050abe06184e8090d4005842d2bca9969fb0836d73e21bdef9184ed0ef8b.scope,quay.io/argoproj/argoexec:v3.7.4,gisele,kubernetes-nodes-cadvisor,amd64,gisele,linux,true,true,cebc050abe06184e8090d4005842d2bca9969fb0836d73e21bdef9184ed0ef8b,no-reuse-pipeline,slow,580,95,05,580.95.05,580,95,05,13,0,13.0,13,0,1768582998,12,0,2,true,true,true,true,pre-installed,true,true,true,pod-restart-required,blackwell,Z170X-UD5-TH,16303,graphics,true,NVIDIA-GeForce-RTX-5070-Ti,1,none,false,single,false,false,full-data-generation-and-evaluation-kdtt4-generate-address-full-data-generation-and-evaluation-940479561,wasmtime,true,1768923368.561,0.014624,pod,cpu_time_seconds,Treatment
2026-01-20 15:36:38.561000109+00:00,container_cpu_usage_seconds_total,true,amd64,linux,wait,total,energy,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,6,94,Intel,powersave,active,true,true,true,6.14.0-37-generic,6,14,0,true,true,true,true,true,true,ubuntu,24.04,24,04,/kubepods.slice/kubepods-burstable.slice/kubepods-burstable-pod941d7a68_0bed_4a7a_a3da_115bfedd46b3.slice/cri-containerd-cebc050abe06184e8090d4005842d2bca9969fb0836d73e21bdef9184ed0ef8b.scope,quay.io/argoproj/argoexec:v3.7.4,gisele,kubernetes-nodes-cadvisor,amd64,gisele,linux,true,true,cebc050abe06184e8090d4005842d2bca9969fb0836d73e21bdef9184ed0ef8b,no-reuse-pipeline,slow,580,95,05,580.95.05,580,95,05,13,0,13.0,13,0,1768582998,12,0,2,true,true,true,true,pre-installed,true,true,true,pod-restart-required,blackwell,Z170X-UD5-TH,16303,graphics,true,NVIDIA-GeForce-RTX-5070-Ti,1,none,false,single,false,false,full-data-generation-and-evaluation-kdtt4-generate-address-full-data-generation-and-evaluation-940479561,wasmtime,true,1768923398.561,0.014624,pod,cpu_time_seconds,Treatment
2026-01-20 15:37:08.561000109+00:00,container_cpu_usage_seconds_total,true,amd64,linux,wait,total,energy,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,6,94,Intel,powersave,active,true,true,true,6.14.0-37-generic,6,14,0,true,true,true,true,true,true,ubuntu,24.04,24,04,/kubepods.slice/kubepods-burstable.slice/kubepods-burstable-pod941d7a68_0bed_4a7a_a3da_115bfedd46b3.slice/cri-containerd-cebc050abe06184e8090d4005842d2bca9969fb0836d73e21bdef9184ed0ef8b.scope,quay.io/argoproj/argoexec:v3.7.4,gisele,kubernetes-nodes-cadvisor,amd64,gisele,linux,true,true,cebc050abe06184e8090d4005842d2bca9969fb0836d73e21bdef9184ed0ef8b,no-reuse-pipeline,slow,580,95,05,580.95.05,580,95,05,13,0,13.0,13,0,1768582998,12,0,2,true,true,true,true,pre-installed,true,true,true,pod-restart-required,blackwell,Z170X-UD5-TH,16303,graphics,true,NVIDIA-GeForce-RTX-5070-Ti,1,none,false,single,false,false,full-data-generation-and-evaluation-kdtt4-generate-address-full-data-generation-and-evaluation-940479561,wasmtime,true,1768923428.561,0.014624,pod,cpu_time_seconds,Treatment
